,seq,stdDay,gubun,gubunCn,gubunEn,deathCnt,incDec,isolClearCnt,qurRate,defCnt,isolIngCnt,overFlowCnt,localOccCnt,createDt,updateDt
0,1,2020년 3월 1일 16시,합계,,,18.0,586.0,,,,,,,2020-03-02 19:27:57.57,
1,2,2020년 3월 1일 16시,서울,,,,10.0,,,,,,,2020-03-02 19:27:57.57,
2,3,2020년 3월 1일 16시,부산,,,,3.0,,,,,,,2020-03-02 19:27:57.57,
3,4,2020년 3월 1일 16시,대구,,,9.0,469.0,,,,,,,2020-03-02 19:27:57.57,
4,5,2020년 3월 1일 16시,인천,,,,,,,,,,,2020-03-02 19:27:57.57,
5,6,2020년 3월 1일 16시,광주,,,,,,,,,,,2020-03-02 19:27:57.57,
6,7,2020년 3월 1일 16시,대전,,,,,,,,,,,2020-03-02 19:27:57.57,
7,8,2020년 3월 1일 16시,울산,,,,3.0,,,,,,,2020-03-02 19:27:57.57,
8,9,2020년 3월 1일 16시,세종,,,,,,,,,,,2020-03-02 19:27:57.57,
9,10,2020년 3월 1일 16시,경기,,,1.0,7.0,,,,,,,2020-03-02 19:27:57.57,
10,11,2020년 3월 1일 16시,강원,,,,8.0,,,,,,,2020-03-02 19:27:57.57,
11,12,2020년 3월 1일 16시,충북,,,,1.0,,,,,,,2020-03-02 19:27:57.57,
12,13,2020년 3월 1일 16시,충남,,,,13.0,,,,,,,2020-03-02 19:27:57.57,
13,14,2020년 3월 1일 16시,전북,,,,1.0,,,,,,,2020-03-02 19:27:57.57,
14,15,2020년 3월 1일 16시,전남,,,,,,,,,,,2020-03-02 19:27:57.57,
15,16,2020년 3월 1일 16시,경북,,,8.0,67.0,,,,,,,2020-03-02 19:27:57.57,
16,17,2020년 3월 1일 16시,경남,,,,4.0,,,,,,,2020-03-02 19:27:57.57,
17,18,2020년 3월 1일 16시,제주,,,,,,,,,,,2020-03-02 19:27:57.57,
18,19,2020년 3월 1일 16시,검역,,,,,,,,,,,2020-03-02 19:27:57.57,2020-03-03 20:04:50.50
19,20,2020년 3월 4일 00시,합계,,,32.0,516.0,,10.3,5328.0,,,,2020-03-04 19:44:27.27,
20,21,2020년 3월 4일 00시,서울,,,,1.0,,1,99.0,,,,2020-03-04 19:44:27.27,
21,22,2020년 3월 4일 00시,부산,,,1.0,3.0,,2.7,93.0,,,,2020-03-04 19:44:27.27,
22,23,2020년 3월 4일 00시,대구,,,24.0,405.0,,164.4,4006.0,,,,2020-03-04 19:44:27.27,
23,24,2020년 3월 4일 00시,인천,,,,2.0,,0.3,9.0,,,,2020-03-04 19:44:27.27,
24,25,2020년 3월 4일 00시,광주,,,,2.0,,0.9,13.0,,,,2020-03-04 19:44:27.27,
25,26,2020년 3월 4일 00시,대전,,,,1.0,,1,15.0,,,,2020-03-04 19:44:27.27,
26,27,2020년 3월 4일 00시,울산,,,,3.0,,2,23.0,,,,2020-03-04 19:44:27.27,
27,28,2020년 3월 4일 00시,세종,,,,,,0.3,1.0,,,,2020-03-04 19:44:27.27,
28,29,2020년 3월 4일 00시,경기,,,1.0,7.0,,0.8,101.0,,,,2020-03-04 19:44:27.27,
29,30,2020년 3월 4일 00시,강원,,,,1.0,,1.4,21.0,,,,2020-03-04 19:44:27.27,
30,31,2020년 3월 4일 00시,충북,,,,,,0.7,11.0,,,,2020-03-04 19:44:27.27,
31,32,2020년 3월 4일 00시,충남,,,,1.0,,3.9,82.0,,,,2020-03-04 19:44:27.27,
32,33,2020년 3월 4일 00시,전북,,,,,,0.4,7.0,,,,2020-03-04 19:44:27.27,
33,34,2020년 3월 4일 00시,전남,,,,,,0.3,5.0,,,,2020-03-04 19:44:27.27,
34,35,2020년 3월 4일 00시,경북,,,6.0,89.0,,29.1,774.0,,,,2020-03-04 19:44:27.27,
35,36,2020년 3월 4일 00시,경남,,,,1.0,,1.9,65.0,,,,2020-03-04 19:44:27.27,
36,37,2020년 3월 4일 00시,제주,,,,,,0.4,3.0,,,,2020-03-04 19:44:27.27,
37,38,2020년 3월 5일 00시,합계,,,35.0,438.0,,11.1,5766.0,,,,2020-03-05 15:29:39.39,
38,39,2020년 3월 5일 00시,서울,,,,4.0,,1.1,103.0,,,,2020-03-05 15:29:39.39,2020-03-05 21:05:30.30
39,40,2020년 3월 5일 00시,부산,,,1.0,-1.0,,2.7,92.0,,,,2020-03-05 15:29:39.39,
40,41,2020년 3월 5일 00시,대구,,,27.0,321.0,,177.6,4327.0,,,,2020-03-05 15:29:39.39,
41,42,2020년 3월 5일 00시,인천,,,,,,0.3,9.0,,,,2020-03-05 15:29:39.39,
42,43,2020년 3월 5일 00시,광주,,,,1.0,,1.0,14.0,,,,2020-03-05 15:29:39.39,
43,44,2020년 3월 5일 00시,대전,,,,1.0,,1.1,16.0,,,,2020-03-05 15:29:39.39,
44,45,2020년 3월 5일 00시,울산,,,,,,2.0,23.0,,,,2020-03-05 15:29:39.39,
45,46,2020년 3월 5일 00시,세종,,,,,,0.3,1.0,,,,2020-03-05 15:29:39.39,
46,47,2020년 3월 5일 00시,경기,,,1.0,9.0,,0.8,110.0,,,,2020-03-05 15:29:39.39,
47,48,2020년 3월 5일 00시,강원,,,,2.0,,1.5,23.0,,,,2020-03-05 15:29:39.39,
48,49,2020년 3월 5일 00시,충북,,,,1.0,,0.8,12.0,,,,2020-03-05 15:29:39.39,
49,50,2020년 3월 5일 00시,충남,,,,4.0,,4.1,86.0,,,,2020-03-05 15:29:39.39,
50,51,2020년 3월 5일 00시,전북,,,,,,0.4,7.0,,,,2020-03-05 15:29:39.39,
51,52,2020년 3월 5일 00시,전남,,,,-1.0,,0.2,4.0,,,,2020-03-05 15:29:39.39,
52,53,2020년 3월 5일 00시,경북,,,6.0,87.0,,32.3,861.0,,,,2020-03-05 15:29:39.39,
53,54,2020년 3월 5일 00시,경남,,,,9.0,,2.2,74.0,,,,2020-03-05 15:29:39.39,
54,55,2020년 3월 5일 00시,제주,,,,1.0,,0.6,4.0,,,,2020-03-05 15:29:39.39,
55,56,2020년 3월 6일 00시,합계,,,42.0,518.0,,12.1,6284.0,,,,2020-03-06 15:09:04.04,
56,57,2020년 3월 6일 00시,서울,,,,2.0,,1.1,105.0,,,,2020-03-06 15:09:04.04,
57,58,2020년 3월 6일 00시,부산,,,1.0,3.0,,2.8,95.0,,,,2020-03-06 15:09:04.04,
58,59,2020년 3월 6일 00시,대구,,,30.0,367.0,,192.7,4694.0,,,,2020-03-06 15:09:04.04,
59,60,2020년 3월 6일 00시,인천,,,,,,0.3,9.0,,,,2020-03-06 15:09:04.04,
60,61,2020년 3월 6일 00시,광주,,,,-1.0,,0.9,13.0,,,,2020-03-06 15:09:04.04,
61,62,2020년 3월 6일 00시,대전,,,,2.0,,1.2,18.0,,,,2020-03-06 15:09:04.04,
62,63,2020년 3월 6일 00시,울산,,,,,,2,23.0,,,,2020-03-06 15:09:04.04,
63,64,2020년 3월 6일 00시,세종,,,,,,0.3,1.0,,,,2020-03-06 15:09:04.04,
64,65,2020년 3월 6일 00시,경기,,,1.0,10.0,,0.9,120.0,,,,2020-03-06 15:09:04.04,
65,66,2020년 3월 6일 00시,강원,,,,2.0,,1.6,25.0,,,,2020-03-06 15:09:04.04,
66,67,2020년 3월 6일 00시,충북,,,,3.0,,0.9,15.0,,,,2020-03-06 15:09:04.04,
67,68,2020년 3월 6일 00시,충남,,,,4.0,,4.2,90.0,,,,2020-03-06 15:09:04.04,
68,69,2020년 3월 6일 00시,전북,,,,,,0.4,7.0,,,,2020-03-06 15:09:04.04,
69,70,2020년 3월 6일 00시,전남,,,,,,0.2,4.0,,,,2020-03-06 15:09:04.04,
70,71,2020년 3월 6일 00시,경북,,,10.0,123.0,,37,984.0,,,,2020-03-06 15:09:04.04,
71,72,2020년 3월 6일 00시,경남,,,,3.0,,2.3,77.0,,,,2020-03-06 15:09:04.04,
72,73,2020년 3월 6일 00시,제주,,,,,,0.6,4.0,,,,2020-03-06 15:09:04.04,
73,74,2020년 3월 7일 00시,합계,,,44.0,483.0,,12.1,6767.0,,,,2020-03-07 15:29:59.59,
74,75,2020년 3월 7일 00시,서울,,,,3.0,,1.1,108.0,,,,2020-03-07 15:29:59.59,
75,76,2020년 3월 7일 00시,부산,,,1.0,1.0,,2.8,96.0,,,,2020-03-07 15:29:59.59,
76,77,2020년 3월 7일 00시,대구,,,31.0,390.0,,208.7,5084.0,,,,2020-03-07 15:29:59.59,
77,78,2020년 3월 7일 00시,인천,,,,,,0.3,9.0,,,,2020-03-07 15:29:59.59,
78,79,2020년 3월 7일 00시,광주,,,,,,0.9,13.0,,,,2020-03-07 15:29:59.59,
79,80,2020년 3월 7일 00시,대전,,,,,,1.2,18.0,,,,2020-03-07 15:29:59.59,
80,81,2020년 3월 7일 00시,울산,,,,,,2,23.0,,,,2020-03-07 15:29:59.59,
81,82,2020년 3월 7일 00시,세종,,,,1.0,,0.6,2.0,,,,2020-03-07 15:29:59.59,
82,83,2020년 3월 7일 00시,경기,,,1.0,10.0,,1.9,130.0,,,,2020-03-07 15:29:59.59,
83,84,2020년 3월 7일 00시,강원,,,1.0,1.0,,0.4,26.0,,,,2020-03-07 15:29:59.59,
84,85,2020년 3월 7일 00시,충북,,,,5.0,,0.3,20.0,,,,2020-03-07 15:29:59.59,
85,86,2020년 3월 7일 00시,충남,,,,2.0,,1.4,92.0,,,,2020-03-07 15:29:59.59,
86,87,2020년 3월 7일 00시,전북,,,,,,0.1,7.0,,,,2020-03-07 15:29:59.59,
87,88,2020년 3월 7일 00시,전남,,,,,,0.1,4.0,,,,2020-03-07 15:29:59.59,
88,89,2020년 3월 7일 00시,경북,,,10.0,65.0,,15.5,1049.0,,,,2020-03-07 15:29:59.59,
89,90,2020년 3월 7일 00시,경남,,,,5.0,,1.2,82.0,,,,2020-03-07 15:29:59.59,
90,91,2020년 3월 7일 00시,제주,,,,,,0.1,4.0,,,,2020-03-07 15:29:59.59,
91,92,2020년 3월 8일 00시,합계,,,50.0,367.0,,13.8,7134.0,,,,2020-03-08 14:56:02.02,
92,93,2020년 3월 8일 00시,서울,,,,12.0,,1.2,120.0,,,,2020-03-08 14:56:02.02,
93,94,2020년 3월 8일 00시,부산,,,1.0,1.0,,2.8,97.0,,,,2020-03-08 14:56:02.02,
94,95,2020년 3월 8일 00시,대구,,,35.0,297.0,,220.9,5381.0,,,,2020-03-08 14:56:02.02,
95,96,2020년 3월 8일 00시,인천,,,,,,0.3,9.0,,,,2020-03-08 14:56:02.02,
96,97,2020년 3월 8일 00시,광주,,,,,,0.9,13.0,,,,2020-03-08 14:56:02.02,
97,98,2020년 3월 8일 00시,대전,,,,,,1.2,18.0,,,,2020-03-08 14:56:02.02,
98,99,2020년 3월 8일 00시,울산,,,,1.0,,2.1,24.0,,,,2020-03-08 14:56:02.02,
99,100,2020년 3월 8일 00시,세종,,,,1.0,,0.9,3.0,,,,2020-03-08 14:56:02.02,
100,101,2020년 3월 8일 00시,경기,,,1.0,11.0,,1.1,141.0,,,,2020-03-08 14:56:02.02,
101,102,2020년 3월 8일 00시,강원,,,1.0,1.0,,1.8,27.0,,,,2020-03-08 14:56:02.02,
102,103,2020년 3월 8일 00시,충북,,,,4.0,,1.5,24.0,,,,2020-03-08 14:56:02.02,
103,104,2020년 3월 8일 00시,충남,,,,6.0,,4.6,98.0,,,,2020-03-08 14:56:02.02,
104,105,2020년 3월 8일 00시,전북,,,,,,0.4,7.0,,,,2020-03-08 14:56:02.02,
105,106,2020년 3월 8일 00시,전남,,,,,,0.2,4.0,,,,2020-03-08 14:56:02.02,
106,107,2020년 3월 8일 00시,경북,,,12.0,32.0,,40.6,1081.0,,,,2020-03-08 14:56:02.02,
107,108,2020년 3월 8일 00시,경남,,,,1.0,,2.5,83.0,,,,2020-03-08 14:56:02.02,
108,109,2020년 3월 8일 00시,제주,,,,,,0.6,4.0,,,,2020-03-08 14:56:02.02,
109,110,2020년 3월 9일 00시,합계,,,51.0,248.0,166.0,14.2,7382.0,,,,2020-03-09 12:54:29.29,
110,111,2020년 3월 9일 00시,서울,,,,10.0,29.0,1.3,130.0,,,,2020-03-09 12:54:29.29,
111,112,2020년 3월 9일 00시,부산,,,,-1.0,10.0,2.8,96.0,,,,2020-03-09 12:54:29.29,
112,113,2020년 3월 9일 00시,대구,,,35.0,190.0,21.0,228.6,5571.0,,,,2020-03-09 12:54:29.29,
113,114,2020년 3월 9일 00시,인천,,,,,2.0,0.3,9.0,,,,2020-03-09 12:54:29.29,
114,115,2020년 3월 9일 00시,광주,,,,2.0,3.0,1,15.0,,,,2020-03-09 12:54:29.29,
115,116,2020년 3월 9일 00시,대전,,,,1.0,1.0,1.3,19.0,,,,2020-03-09 12:54:29.29,
116,117,2020년 3월 9일 00시,울산,,,,,1.0,2.1,24.0,,,,2020-03-09 12:54:29.29,
117,118,2020년 3월 9일 00시,세종,,,,3.0,,1.8,6.0,,,,2020-03-09 12:54:29.29,
118,119,2020년 3월 9일 00시,경기,,,1.0,11.0,22.0,1.1,152.0,,,,2020-03-09 12:54:29.29,
119,120,2020년 3월 9일 00시,강원,,,1.0,1.0,3.0,1.8,28.0,,,,2020-03-09 12:54:29.29,
120,121,2020년 3월 9일 00시,충북,,,,1.0,3.0,1.6,25.0,,,,2020-03-09 12:54:29.29,
121,122,2020년 3월 9일 00시,충남,,,,4.0,1.0,4.8,102.0,,,,2020-03-09 12:54:29.29,
122,123,2020년 3월 9일 00시,전북,,,,,2.0,0.4,7.0,,,,2020-03-09 12:54:29.29,
123,124,2020년 3월 9일 00시,전남,,,,,1.0,0.2,4.0,,,,2020-03-09 12:54:29.29,
124,125,2020년 3월 9일 00시,경북,,,14.0,26.0,57.0,41.6,1107.0,,,,2020-03-09 12:54:29.29,
125,126,2020년 3월 9일 00시,경남,,,,,9.0,2.5,83.0,,,,2020-03-09 12:54:29.29,
126,127,2020년 3월 9일 00시,제주,,,,,1.0,0.6,4.0,,,,2020-03-09 12:54:29.29,
127,128,2020년 3월 10일 00시,합계,,,54.0,131.0,247.0,14.49,7513.0,,,,2020-03-10 10:58:20.20,
128,129,2020년 3월 10일 00시,서울,,,,11.0,31.0,1.45,141.0,,,,2020-03-10 10:58:20.20,
129,130,2020년 3월 10일 00시,부산,,,,,10.0,2.81,96.0,,,,2020-03-10 10:58:20.20,
130,131,2020년 3월 10일 00시,대구,,,38.0,92.0,92.0,232.42,5663.0,,,,2020-03-10 10:58:20.20,
131,132,2020년 3월 10일 00시,인천,,,,4.0,3.0,0.44,13.0,,,,2020-03-10 10:58:20.20,
132,133,2020년 3월 10일 00시,광주,,,,,3.0,1.03,15.0,,,,2020-03-10 10:58:20.20,
133,134,2020년 3월 10일 00시,대전,,,,-1.0,1.0,1.22,18.0,,,,2020-03-10 10:58:20.20,
134,135,2020년 3월 10일 00시,울산,,,,,1.0,2.09,24.0,,,,2020-03-10 10:58:20.20,
135,136,2020년 3월 10일 00시,세종,,,,2.0,,2.34,8.0,,,,2020-03-10 10:58:20.20,
136,137,2020년 3월 10일 00시,경기,,,1.0,11.0,22.0,1.23,163.0,,,,2020-03-10 10:58:20.20,
137,138,2020년 3월 10일 00시,강원,,,1.0,,6.0,1.82,28.0,,,,2020-03-10 10:58:20.20,
138,139,2020년 3월 10일 00시,충북,,,,,3.0,1.56,25.0,,,,2020-03-10 10:58:20.20,
139,140,2020년 3월 10일 00시,충남,,,,2.0,1.0,4.90,104.0,,,,2020-03-10 10:58:20.20,
140,141,2020년 3월 10일 00시,전북,,,,,2.0,0.39,7.0,,,,2020-03-10 10:58:20.20,
141,142,2020년 3월 10일 00시,전남,,,,,1.0,0.21,4.0,,,,2020-03-10 10:58:20.20,
142,143,2020년 3월 10일 00시,경북,,,14.0,10.0,60.0,41.95,1117.0,,,,2020-03-10 10:58:20.20,
143,144,2020년 3월 10일 00시,경남,,,,,10.0,2.47,83.0,,,,2020-03-10 10:58:20.20,
144,145,2020년 3월 10일 00시,제주,,,,,1.0,0.60,4.0,,,,2020-03-10 10:58:20.20,
145,146,2020년 3월 11일 00시,합계,,,60.0,242.0,288.0,14.96,7755.0,,,,2020-03-11 11:00:34.34,
146,147,2020년 3월 11일 00시,서울,,,,52.0,37.0,1.98,193.0,,,,2020-03-11 11:00:34.34,
147,148,2020년 3월 11일 00시,부산,,,1.0,2.0,21.0,2.87,98.0,,,,2020-03-11 11:00:34.34,
148,149,2020년 3월 11일 00시,대구,,,43.0,131.0,102.0,237.80,5794.0,,,,2020-03-11 11:00:34.34,
149,150,2020년 3월 11일 00시,인천,,,,12.0,3.0,0.85,25.0,,,,2020-03-11 11:00:34.34,
150,151,2020년 3월 11일 00시,광주,,,,,3.0,1.03,15.0,,,,2020-03-11 11:00:34.34,
151,152,2020년 3월 11일 00시,대전,,,,,2.0,1.22,18.0,,,,2020-03-11 11:00:34.34,
152,153,2020년 3월 11일 00시,울산,,,,1.0,2.0,2.18,25.0,,,,2020-03-11 11:00:34.34,
153,154,2020년 3월 11일 00시,세종,,,,2.0,,2.92,10.0,,,,2020-03-11 11:00:34.34,
154,155,2020년 3월 11일 00시,경기,,,1.0,12.0,25.0,1.32,175.0,,,,2020-03-11 11:00:34.34,
155,156,2020년 3월 11일 00시,강원,,,1.0,1.0,6.0,1.88,29.0,,,,2020-03-11 11:00:34.34,
156,157,2020년 3월 11일 00시,충북,,,,2.0,3.0,1.69,27.0,,,,2020-03-11 11:00:34.34,
157,158,2020년 3월 11일 00시,충남,,,,8.0,1.0,5.28,112.0,,,,2020-03-11 11:00:34.34,
158,159,2020년 3월 11일 00시,전북,,,,,2.0,0.39,7.0,,,,2020-03-11 11:00:34.34,
159,160,2020년 3월 11일 00시,전남,,,,,1.0,0.21,4.0,,,,2020-03-11 11:00:34.34,
160,161,2020년 3월 11일 00시,경북,,,14.0,18.0,69.0,42.63,1135.0,,,,2020-03-11 11:00:34.34,
161,162,2020년 3월 11일 00시,경남,,,,1.0,10.0,2.50,84.0,,,,2020-03-11 11:00:34.34,
162,163,2020년 3월 11일 00시,제주,,,,,1.0,0.60,4.0,,,,2020-03-11 11:00:34.34,
163,164,2020년 3월 12일 00시,합계,,,66.0,114.0,333.0,15.18,7869.0,,,,2020-03-12 10:42:10.10,
164,165,2020년 3월 12일 00시,서울,,,,19.0,38.0,2.18,212.0,,,,2020-03-12 10:42:10.10,
165,166,2020년 3월 12일 00시,부산,,,,1.0,29.0,2.90,99.0,,,,2020-03-12 10:42:10.10,
166,167,2020년 3월 12일 00시,대구,,,48.0,73.0,114.0,240.80,5867.0,,,,2020-03-12 10:42:10.10,
167,168,2020년 3월 12일 00시,인천,,,,,4.0,0.85,25.0,,,,2020-03-12 10:42:10.10,
168,169,2020년 3월 12일 00시,광주,,,,,4.0,1.03,15.0,,,,2020-03-12 10:42:10.10,
169,170,2020년 3월 12일 00시,대전,,,,2.0,2.0,1.36,20.0,,,,2020-03-12 10:42:10.10,
170,171,2020년 3월 12일 00시,울산,,,,,3.0,2.18,25.0,,,,2020-03-12 10:42:10.10,
171,172,2020년 3월 12일 00시,세종,,,,5.0,,4.38,15.0,,,,2020-03-12 10:42:10.10,
172,173,2020년 3월 12일 00시,경기,,,1.0,3.0,27.0,1.34,178.0,,,,2020-03-12 10:42:10.10,
173,174,2020년 3월 12일 00시,강원,,,1.0,,6.0,1.88,29.0,,,,2020-03-12 10:42:10.10,
174,175,2020년 3월 12일 00시,충북,,,,,4.0,1.69,27.0,,,,2020-03-12 10:42:10.10,
175,176,2020년 3월 12일 00시,충남,,,,2.0,5.0,5.37,114.0,,,,2020-03-12 10:42:10.10,
176,177,2020년 3월 12일 00시,전북,,,,,2.0,0.39,7.0,,,,2020-03-12 10:42:10.10,
177,178,2020년 3월 12일 00시,전남,,,,,1.0,0.21,4.0,,,,2020-03-12 10:42:10.10,
178,179,2020년 3월 12일 00시,경북,,,16.0,8.0,83.0,42.93,1143.0,,,,2020-03-12 10:42:10.10,
179,180,2020년 3월 12일 00시,경남,,,,1.0,10.0,2.53,85.0,,,,2020-03-12 10:42:10.10,
180,181,2020년 3월 12일 00시,제주,,,,,1.0,0.60,4.0,,,,2020-03-12 10:42:10.10,
181,182,2020년 3월 13일 00시,합계,,,67.0,110.0,510.0,15.39,7979.0,,,,2020-03-13 10:45:56.56,
182,183,2020년 3월 13일 00시,서울,,,,13.0,40.0,2.31,225.0,,,,2020-03-13 10:45:56.56,
183,184,2020년 3월 13일 00시,부산,,,,1.0,36.0,2.93,100.0,,,,2020-03-13 10:45:56.56,
184,185,2020년 3월 13일 00시,대구,,,48.0,61.0,251.0,243.30,5928.0,,,,2020-03-13 10:45:56.56,
185,186,2020년 3월 13일 00시,인천,,,,2.0,4.0,0.91,27.0,,,,2020-03-13 10:45:56.56,
186,187,2020년 3월 13일 00시,광주,,,,,4.0,1.03,15.0,,,,2020-03-13 10:45:56.56,
187,188,2020년 3월 13일 00시,대전,,,,2.0,4.0,1.49,22.0,,,,2020-03-13 10:45:56.56,
188,189,2020년 3월 13일 00시,울산,,,,2.0,3.0,2.35,27.0,,,,2020-03-13 10:45:56.56,
189,190,2020년 3월 13일 00시,세종,,,,17.0,,9.35,32.0,,,,2020-03-13 10:45:56.56,
190,191,2020년 3월 13일 00시,경기,,,2.0,7.0,31.0,1.40,185.0,,,,2020-03-13 10:45:56.56,
191,192,2020년 3월 13일 00시,강원,,,1.0,,6.0,1.88,29.0,,,,2020-03-13 10:45:56.56,
192,193,2020년 3월 13일 00시,충북,,,,,4.0,1.69,27.0,,,,2020-03-13 10:45:56.56,
193,194,2020년 3월 13일 00시,충남,,,,1.0,7.0,5.42,115.0,,,,2020-03-13 10:45:56.56,
194,195,2020년 3월 13일 00시,전북,,,,,4.0,0.39,7.0,,,,2020-03-13 10:45:56.56,
195,196,2020년 3월 13일 00시,전남,,,,,1.0,0.21,4.0,,,,2020-03-13 10:45:56.56,
196,197,2020년 3월 13일 00시,경북,,,16.0,4.0,103.0,43.08,1147.0,,,,2020-03-13 10:45:56.56,
197,198,2020년 3월 13일 00시,경남,,,,,11.0,2.53,85.0,,,,2020-03-13 10:45:56.56,
198,199,2020년 3월 13일 00시,제주,,,,,1.0,0.60,4.0,,,,2020-03-13 10:45:56.56,
199,200,2020년 3월 14일 00시,합계,,,72.0,107.0,714.0,15.6,8086.0,,,,2020-03-14 10:34:21.21,
200,201,2020년 3월 14일 00시,서울,,,,13.0,44.0,2.45,238.0,,,,2020-03-14 10:34:21.21,
201,202,2020년 3월 14일 00시,부산,,,,3.0,40.0,3.02,103.0,,,,2020-03-14 10:34:21.21,
202,203,2020년 3월 14일 00시,대구,,,51.0,62.0,401.0,245.85,5990.0,,,,2020-03-14 10:34:21.21,
203,204,2020년 3월 14일 00시,인천,,,,1.0,4.0,0.95,28.0,,,,2020-03-14 10:34:21.21,
204,205,2020년 3월 14일 00시,광주,,,,,4.0,1.03,15.0,,,,2020-03-14 10:34:21.21,
205,206,2020년 3월 14일 00시,대전,,,,,4.0,1.49,22.0,,,,2020-03-14 10:34:21.21,
206,207,2020년 3월 14일 00시,울산,,,,,5.0,2.35,27.0,,,,2020-03-14 10:34:21.21,
207,208,2020년 3월 14일 00시,세종,,,,6.0,,11.10,38.0,,,,2020-03-14 10:34:21.21,
208,209,2020년 3월 14일 00시,경기,,,3.0,15.0,36.0,1.51,200.0,,,,2020-03-14 10:34:21.21,
209,210,2020년 3월 14일 00시,강원,,,1.0,,6.0,1.88,29.0,,,,2020-03-14 10:34:21.21,
210,211,2020년 3월 14일 00시,충북,,,,1.0,5.0,1.75,28.0,,,,2020-03-14 10:34:21.21,
211,212,2020년 3월 14일 00시,충남,,,,,9.0,5.42,115.0,,,,2020-03-14 10:34:21.21,
212,213,2020년 3월 14일 00시,전북,,,,,4.0,0.39,7.0,,,,2020-03-14 10:34:21.21,
213,214,2020년 3월 14일 00시,전남,,,,,2.0,0.21,4.0,,,,2020-03-14 10:34:21.21,
214,215,2020년 3월 14일 00시,경북,,,17.0,6.0,138.0,43.31,1153.0,,,,2020-03-14 10:34:21.21,
215,216,2020년 3월 14일 00시,경남,,,,,11.0,2.53,85.0,,,,2020-03-14 10:34:21.21,
216,217,2020년 3월 14일 00시,제주,,,,,1.0,0.60,4.0,,,,2020-03-14 10:34:21.21,
217,218,2020년 3월 15일 00시,합계,,,75.0,76.0,834.0,15.74,8162.0,,,,2020-03-15 10:34:55.55,
218,219,2020년 3월 15일 00시,서울,,,,9.0,47.0,2.54,247.0,,,,2020-03-15 10:34:55.55,
219,220,2020년 3월 15일 00시,부산,,,1.0,3.0,52.0,3.11,106.0,,,,2020-03-15 10:34:55.55,
220,221,2020년 3월 15일 00시,대구,,,53.0,41.0,468.0,247.53,6031.0,,,,2020-03-15 10:34:55.55,
221,222,2020년 3월 15일 00시,인천,,,,2.0,4.0,1.01,30.0,,,,2020-03-15 10:34:55.55,
222,223,2020년 3월 15일 00시,광주,,,,1.0,4.0,1.10,16.0,,,,2020-03-15 10:34:55.55,
223,224,2020년 3월 15일 00시,대전,,,,,4.0,1.49,22.0,,,,2020-03-15 10:34:55.55,
224,225,2020년 3월 15일 00시,울산,,,,1.0,6.0,2.44,28.0,,,,2020-03-15 10:34:55.55,
225,226,2020년 3월 15일 00시,세종,,,,1.0,,11.39,39.0,,,,2020-03-15 10:34:55.55,
226,227,2020년 3월 15일 00시,경기,,,3.0,11.0,40.0,1.59,211.0,,,,2020-03-15 10:34:55.55,
227,228,2020년 3월 15일 00시,강원,,,1.0,,7.0,1.88,29.0,,,,2020-03-15 10:34:55.55,
228,229,2020년 3월 15일 00시,충북,,,,3.0,6.0,1.94,31.0,,,,2020-03-15 10:34:55.55,
229,230,2020년 3월 15일 00시,충남,,,,,10.0,5.42,115.0,,,,2020-03-15 10:34:55.55,
230,231,2020년 3월 15일 00시,전북,,,,,4.0,0.39,7.0,,,,2020-03-15 10:34:55.55,
231,232,2020년 3월 15일 00시,전남,,,,,2.0,0.21,4.0,,,,2020-03-15 10:34:55.55,
232,233,2020년 3월 15일 00시,경북,,,17.0,4.0,163.0,43.46,1157.0,,,,2020-03-15 10:34:55.55,
233,234,2020년 3월 15일 00시,경남,,,,,16.0,2.53,85.0,,,,2020-03-15 10:34:55.55,
234,235,2020년 3월 15일 00시,제주,,,,,1.0,0.60,4.0,,,,2020-03-15 10:34:55.55,
235,236,2020년 3월 16일 00시,합계,,,75.0,74.0,1137.0,15.74,8236.0,,,,2020-03-16 10:44:17.17,
236,237,2020년 3월 16일 00시,서울,,,,6.0,52.0,2.60,253.0,,,,2020-03-16 10:44:17.17,
237,238,2020년 3월 16일 00시,부산,,,1.0,1.0,53.0,3.14,107.0,,,,2020-03-16 10:44:17.17,
238,239,2020년 3월 16일 00시,대구,,,53.0,35.0,734.0,248.96,6066.0,,,,2020-03-16 10:44:17.17,
239,240,2020년 3월 16일 00시,인천,,,,,4.0,1.01,30.0,,,,2020-03-16 10:44:17.17,
240,241,2020년 3월 16일 00시,광주,,,,,4.0,1.10,16.0,,,,2020-03-16 10:44:17.17,
241,242,2020년 3월 16일 00시,대전,,,,,4.0,1.49,22.0,,,,2020-03-16 10:44:17.17,
242,243,2020년 3월 16일 00시,울산,,,,,7.0,2.44,28.0,,,,2020-03-16 10:44:17.17,
243,244,2020년 3월 16일 00시,세종,,,,1.0,,11.68,40.0,,,,2020-03-16 10:44:17.17,
244,245,2020년 3월 16일 00시,경기,,,3.0,20.0,48.0,1.74,231.0,,,,2020-03-16 10:44:17.17,
245,246,2020년 3월 16일 00시,강원,,,1.0,,7.0,1.88,29.0,,,,2020-03-16 10:44:17.17,
246,247,2020년 3월 16일 00시,충북,,,,,6.0,1.94,31.0,,,,2020-03-16 10:44:17.17,
247,248,2020년 3월 16일 00시,충남,,,,,12.0,5.42,115.0,,,,2020-03-16 10:44:17.17,
