,seq,stdDay,gubun,gubunCn,gubunEn,deathCnt,incDec,isolClearCnt,qurRate,defCnt,isolIngCnt,overFlowCnt,localOccCnt,createDt,updateDt
840,1050,2020년 4월 12일 00시,경남,庆南,Gyeongsangnam-do,,,,,,342.0,115.0,84.0,2020-04-12 11:08:16.16,
841,1051,2020년 4월 12일 00시,제주,济州,Jeju,,,,,,179.0,12.0,4.0,2020-04-12 11:08:16.16,
842,1052,2020년 4월 12일 00시,검역,隔離區,Lazaretto,,18.0,,,,,376.0,3.0,2020-04-12 11:08:16.16,
843,1053,2020년 4월 12일 00시,합계,合计,Total,,32.0,,,214.0,2027.0,10512.0,7368.0,2020-04-12 11:10:47.47,
844,1054,2020년 4월 12일 00시,서울,首尔,Seoul,,3.0,,,2.0,618.0,602.0,202.0,2020-04-12 11:10:47.47,
845,1055,2020년 4월 12일 00시,부산,釜山,Busan,,,,,3.0,369.0,126.0,103.0,2020-04-12 11:10:47.47,
846,1056,2020년 4월 12일 00시,대구,大邱,Daegu,,2.0,,,146.0,27975.0,6816.0,5356.0,2020-04-12 11:10:47.47,
847,1057,2020년 4월 12일 00시,인천,仁川,Incheon,,1.0,,,,291.0,86.0,38.0,2020-04-12 11:10:47.47,
848,1058,2020년 4월 12일 00시,광주,光州,Gwangju,,,,,,185.0,27.0,19.0,2020-04-12 11:10:47.47,
849,1059,2020년 4월 12일 00시,대전,大田,Daejeon,,,,,,265.0,39.0,23.0,2020-04-12 11:10:47.47,
850,1060,2020년 4월 12일 00시,울산,蔚山,Ulsan,,,,,1.0,357.0,41.0,32.0,2020-04-12 11:10:47.47,
851,1061,2020년 4월 12일 00시,세종,世宗,Sejong,,,,,,1344.0,46.0,22.0,2020-04-12 11:10:47.47,
852,1062,2020년 4월 12일 00시,경기,京畿,Gyeonggi-do,,4.0,,,12.0,474.0,628.0,292.0,2020-04-12 11:10:47.47,
853,1063,2020년 4월 12일 00시,강원,江原,Gangwon-do,,,,,1.0,318.0,49.0,27.0,2020-04-12 11:10:47.47,
854,1064,2020년 4월 12일 00시,충북,忠北,Chungcheongbuk-do,,,,,,281.0,45.0,29.0,2020-04-12 11:10:47.47,
855,1065,2020년 4월 12일 00시,충남,忠南,Chungcheongnam-do,,1.0,,,,655.0,139.0,108.0,2020-04-12 11:10:47.47,
856,1066,2020년 4월 12일 00시,전북,全北,Jeollabuk-do,,,,,,94.0,17.0,8.0,2020-04-12 11:10:47.47,
857,1067,2020년 4월 12일 00시,전남,全南,Jeollanam-do,,,,,,80.0,15.0,5.0,2020-04-12 11:10:47.47,
858,1068,2020년 4월 12일 00시,경북,庆北,Gyeongsangbuk-do,,3.0,,,49.0,5007.0,1333.0,1013.0,2020-04-12 11:10:47.47,
859,1069,2020년 4월 12일 00시,경남,庆南,Gyeongsangnam-do,,,,,,342.0,115.0,84.0,2020-04-12 11:10:47.47,
860,1070,2020년 4월 12일 00시,제주,济州,Jeju,,,,,,179.0,12.0,4.0,2020-04-12 11:10:47.47,
861,1071,2020년 4월 12일 00시,검역,隔離區,Lazaretto,,18.0,,,,,376.0,3.0,2020-04-12 11:10:47.47,
862,1072,2020년 4월 12일 00시,합계,合计,Total,,32.0,,,214.0,2027.0,10512.0,7368.0,2020-04-12 11:18:47.47,
863,1073,2020년 4월 12일 00시,서울,首尔,Seoul,,3.0,,,2.0,618.0,602.0,202.0,2020-04-12 11:18:47.47,
864,1074,2020년 4월 12일 00시,부산,釜山,Busan,,,,,3.0,369.0,126.0,103.0,2020-04-12 11:18:47.47,
865,1075,2020년 4월 12일 00시,대구,大邱,Daegu,,2.0,,,146.0,27975.0,6816.0,5356.0,2020-04-12 11:18:47.47,
866,1076,2020년 4월 12일 00시,인천,仁川,Incheon,,1.0,,,,291.0,86.0,38.0,2020-04-12 11:18:47.47,
867,1077,2020년 4월 12일 00시,광주,光州,Gwangju,,,,,,185.0,27.0,19.0,2020-04-12 11:18:47.47,
868,1078,2020년 4월 12일 00시,대전,大田,Daejeon,,,,,,265.0,39.0,23.0,2020-04-12 11:18:47.47,
869,1079,2020년 4월 12일 00시,울산,蔚山,Ulsan,,,,,1.0,357.0,41.0,32.0,2020-04-12 11:18:47.47,
870,1080,2020년 4월 12일 00시,세종,世宗,Sejong,,,,,,1344.0,46.0,22.0,2020-04-12 11:18:47.47,
871,1081,2020년 4월 12일 00시,경기,京畿,Gyeonggi-do,,4.0,,,12.0,474.0,628.0,292.0,2020-04-12 11:18:47.47,
872,1082,2020년 4월 12일 00시,강원,江原,Gangwon-do,,,,,1.0,318.0,49.0,27.0,2020-04-12 11:18:47.47,
873,1083,2020년 4월 12일 00시,충북,忠北,Chungcheongbuk-do,,,,,,281.0,45.0,29.0,2020-04-12 11:18:47.47,
874,1084,2020년 4월 12일 00시,충남,忠南,Chungcheongnam-do,,1.0,,,,655.0,139.0,108.0,2020-04-12 11:18:47.47,
875,1085,2020년 4월 12일 00시,전북,全北,Jeollabuk-do,,,,,,94.0,17.0,8.0,2020-04-12 11:18:47.47,
876,1086,2020년 4월 12일 00시,전남,全南,Jeollanam-do,,,,,,80.0,15.0,5.0,2020-04-12 11:18:47.47,
877,1087,2020년 4월 12일 00시,경북,庆北,Gyeongsangbuk-do,,3.0,,,49.0,5007.0,1333.0,1013.0,2020-04-12 11:18:47.47,
878,1088,2020년 4월 12일 00시,경남,庆南,Gyeongsangnam-do,,,,,,342.0,115.0,84.0,2020-04-12 11:18:47.47,
879,1089,2020년 4월 12일 00시,제주,济州,Jeju,,,,,,179.0,12.0,4.0,2020-04-12 11:18:47.47,
880,1090,2020년 4월 12일 00시,검역,隔離區,Lazaretto,,18.0,,,,,376.0,3.0,2020-04-12 11:18:47.47,
881,1091,2020년 4월 12일 00시,합계,合计,Total,214.0,32.0,7368.0,20.27,10512.0,2930.0,24.0,8.0,2020-04-12 11:26:08.08,
882,1092,2020년 4월 12일 00시,서울,首尔,Seoul,2.0,3.0,202.0,6.18,602.0,398.0,1.0,2.0,2020-04-12 11:26:08.08,
883,1093,2020년 4월 12일 00시,부산,釜山,Busan,3.0,,103.0,3.69,126.0,20.0,,,2020-04-12 11:26:08.08,
884,1094,2020년 4월 12일 00시,대구,大邱,Daegu,146.0,2.0,5356.0,279.75,6816.0,1314.0,1.0,1.0,2020-04-12 11:26:08.08,
885,1095,2020년 4월 12일 00시,인천,仁川,Incheon,,1.0,38.0,2.91,86.0,48.0,1.0,,2020-04-12 11:26:08.08,
886,1096,2020년 4월 12일 00시,광주,光州,Gwangju,,,19.0,1.85,27.0,8.0,,,2020-04-12 11:26:08.08,
887,1097,2020년 4월 12일 00시,대전,大田,Daejeon,,,23.0,2.65,39.0,16.0,,,2020-04-12 11:26:08.08,
888,1098,2020년 4월 12일 00시,울산,蔚山,Ulsan,1.0,,32.0,3.57,41.0,8.0,,,2020-04-12 11:26:08.08,
889,1099,2020년 4월 12일 00시,세종,世宗,Sejong,,,22.0,13.44,46.0,24.0,,,2020-04-12 11:26:08.08,
890,1100,2020년 4월 12일 00시,경기,京畿,Gyeonggi-do,12.0,4.0,292.0,4.74,628.0,324.0,3.0,1.0,2020-04-12 11:26:08.08,
891,1101,2020년 4월 12일 00시,강원,江原,Gangwon-do,1.0,,27.0,3.18,49.0,21.0,,,2020-04-12 11:26:08.08,
892,1102,2020년 4월 12일 00시,충북,忠北,Chungcheongbuk-do,,,29.0,2.81,45.0,16.0,,,2020-04-12 11:26:08.08,
893,1103,2020년 4월 12일 00시,충남,忠南,Chungcheongnam-do,,1.0,108.0,6.55,139.0,31.0,,1.0,2020-04-12 11:26:08.08,
894,1104,2020년 4월 12일 00시,전북,全北,Jeollabuk-do,,,8.0,0.94,17.0,9.0,,,2020-04-12 11:26:08.08,
895,1105,2020년 4월 12일 00시,전남,全南,Jeollanam-do,,,5.0,0.80,15.0,10.0,,,2020-04-12 11:26:08.08,
896,1106,2020년 4월 12일 00시,경북,庆北,Gyeongsangbuk-do,49.0,3.0,1013.0,50.07,1333.0,271.0,,3.0,2020-04-12 11:26:08.08,
897,1107,2020년 4월 12일 00시,경남,庆南,Gyeongsangnam-do,,,84.0,3.42,115.0,31.0,,,2020-04-12 11:26:08.08,
898,1108,2020년 4월 12일 00시,제주,济州,Jeju,,,4.0,1.79,12.0,8.0,,,2020-04-12 11:26:08.08,
899,1109,2020년 4월 12일 00시,검역,隔離區,Lazaretto,,18.0,3.0,-,376.0,373.0,18.0,,2020-04-12 11:26:08.08,
900,1110,2020년 04월 13일 00시,합계,合计,Total,217.0,25.0,7447.0,20.32,10537.0,2873.0,16.0,9.0,2020-04-13 11:11:18.18,
901,1111,2020년 04월 13일 00시,서울,首尔,Seoul,2.0,8.0,214.0,6.27,610.0,394.0,7.0,1.0,2020-04-13 11:11:18.18,
902,1112,2020년 04월 13일 00시,부산,釜山,Busan,3.0,,103.0,3.69,126.0,20.0,,,2020-04-13 11:11:18.18,
903,1113,2020년 04월 13일 00시,대구,大邱,Daegu,147.0,3.0,5395.0,279.87,6819.0,1277.0,,3.0,2020-04-13 11:11:18.18,
904,1114,2020년 04월 13일 00시,인천,仁川,Incheon,,1.0,39.0,2.94,87.0,48.0,1.0,,2020-04-13 11:11:18.18,
905,1115,2020년 04월 13일 00시,광주,光州,Gwangju,,,19.0,1.85,27.0,8.0,,,2020-04-13 11:11:18.18,
906,1116,2020년 04월 13일 00시,대전,大田,Daejeon,,,23.0,2.65,39.0,16.0,,,2020-04-13 11:11:18.18,
907,1117,2020년 04월 13일 00시,울산,蔚山,Ulsan,1.0,,33.0,3.57,41.0,7.0,,,2020-04-13 11:11:18.18,
908,1118,2020년 04월 13일 00시,세종,世宗,Sejong,,,22.0,13.44,46.0,24.0,,,2020-04-13 11:11:18.18,
909,1119,2020년 04월 13일 00시,경기,京畿,Gyeonggi-do,13.0,3.0,305.0,4.76,631.0,313.0,2.0,1.0,2020-04-13 11:11:18.18,
910,1120,2020년 04월 13일 00시,강원,江原,Gangwon-do,1.0,,28.0,3.18,49.0,20.0,,,2020-04-13 11:11:18.18,
911,1121,2020년 04월 13일 00시,충북,忠北,Chungcheongbuk-do,,,31.0,2.81,45.0,14.0,,,2020-04-13 11:11:18.18,
912,1122,2020년 04월 13일 00시,충남,忠南,Chungcheongnam-do,,,109.0,6.55,139.0,30.0,,,2020-04-13 11:11:18.18,
913,1123,2020년 04월 13일 00시,전북,全北,Jeollabuk-do,,,8.0,0.94,17.0,9.0,,,2020-04-13 11:11:18.18,
914,1124,2020년 04월 13일 00시,전남,全南,Jeollanam-do,,,6.0,0.8,15.0,9.0,,,2020-04-13 11:11:18.18,
915,1125,2020년 04월 13일 00시,경북,庆北,Gyeongsangbuk-do,50.0,4.0,1020.0,50.22,1337.0,267.0,,4.0,2020-04-13 11:11:18.18,
916,1126,2020년 04월 13일 00시,경남,庆南,Gyeongsangnam-do,,,84.0,3.42,115.0,31.0,,,2020-04-13 11:11:18.18,
917,1127,2020년 04월 13일 00시,제주,济州,Jeju,,,5.0,1.79,12.0,7.0,,,2020-04-13 11:11:18.18,
918,1128,2020년 04월 13일 00시,검역,隔離區,Lazaretto,,6.0,3.0,-,382.0,379.0,6.0,,2020-04-13 11:11:18.18,
919,1129,2020년 04월 14일 00시,합계,合计,Total,222.0,27.0,7534.0,20.38,10564.0,2808.0,12.0,15.0,2020-04-14 10:53:12.12,
920,1130,2020년 04월 14일 00시,서울,首尔,Seoul,2.0,2.0,228.0,6.29,612.0,382.0,,2.0,2020-04-14 10:53:12.12,
921,1131,2020년 04월 14일 00시,부산,釜山,Busan,3.0,,103.0,3.69,126.0,20.0,,,2020-04-14 10:53:12.12,
922,1132,2020년 04월 14일 00시,대구,大邱,Daegu,152.0,3.0,5440.0,279.99,6822.0,1230.0,1.0,2.0,2020-04-14 10:53:12.12,
923,1133,2020년 04월 14일 00시,인천,仁川,Incheon,,1.0,42.0,2.98,88.0,46.0,1.0,,2020-04-14 10:53:12.12,
924,1134,2020년 04월 14일 00시,광주,光州,Gwangju,,,21.0,1.85,27.0,6.0,,,2020-04-14 10:53:12.12,
925,1135,2020년 04월 14일 00시,대전,大田,Daejeon,,,24.0,2.65,39.0,15.0,,,2020-04-14 10:53:12.12,
926,1136,2020년 04월 14일 00시,울산,蔚山,Ulsan,1.0,1.0,33.0,3.66,42.0,8.0,,1.0,2020-04-14 10:53:12.12,
927,1137,2020년 04월 14일 00시,세종,世宗,Sejong,,,21.0,13.44,46.0,25.0,,,2020-04-14 10:53:12.12,
928,1138,2020년 04월 14일 00시,경기,京畿,Gyeonggi-do,13.0,8.0,313.0,4.82,639.0,313.0,3.0,5.0,2020-04-14 10:53:12.12,
929,1139,2020년 04월 14일 00시,강원,江原,Gangwon-do,1.0,,29.0,3.18,49.0,19.0,,,2020-04-14 10:53:12.12,
930,1140,2020년 04월 14일 00시,충북,忠北,Chungcheongbuk-do,,,31.0,2.81,45.0,14.0,,,2020-04-14 10:53:12.12,
931,1141,2020년 04월 14일 00시,충남,忠南,Chungcheongnam-do,,,113.0,6.55,139.0,26.0,,,2020-04-14 10:53:12.12,
932,1142,2020년 04월 14일 00시,전북,全北,Jeollabuk-do,,,8.0,0.94,17.0,9.0,,,2020-04-14 10:53:12.12,
933,1143,2020년 04월 14일 00시,전남,全南,Jeollanam-do,,,6.0,0.8,15.0,9.0,,,2020-04-14 10:53:12.12,
934,1144,2020년 04월 14일 00시,경북,庆北,Gyeongsangbuk-do,50.0,5.0,1029.0,50.4,1342.0,263.0,,5.0,2020-04-14 10:53:12.12,
935,1145,2020년 04월 14일 00시,경남,庆南,Gyeongsangnam-do,,,84.0,3.42,115.0,31.0,,,2020-04-14 10:53:12.12,
936,1146,2020년 04월 14일 00시,제주,济州,Jeju,,,5.0,1.79,12.0,7.0,,,2020-04-14 10:53:12.12,
937,1147,2020년 04월 14일 00시,검역,隔離區,Lazaretto,,7.0,4.0,-,389.0,385.0,7.0,,2020-04-14 10:53:12.12,
938,1148,2020년 04월 15일 00시,합계,合计,Total,225.0,27.0,7616.0,20.43,10591.0,2750.0,11.0,16.0,2020-04-15 10:14:38.38,
939,1149,2020년 04월 15일 00시,서울,首尔,Seoul,2.0,5.0,239.0,6.34,617.0,376.0,3.0,2.0,2020-04-15 10:14:38.38,
940,1150,2020년 04월 15일 00시,부산,釜山,Busan,3.0,1.0,107.0,3.72,127.0,17.0,1.0,,2020-04-15 10:14:38.38,
941,1151,2020년 04월 15일 00시,대구,大邱,Daegu,155.0,1.0,5486.0,280.03,6823.0,1182.0,1.0,,2020-04-15 10:14:38.38,
942,1152,2020년 04월 15일 00시,인천,仁川,Incheon,,,48.0,2.98,88.0,40.0,,,2020-04-15 10:14:38.38,
943,1153,2020년 04월 15일 00시,광주,光州,Gwangju,,1.0,21.0,1.92,28.0,7.0,,1.0,2020-04-15 10:14:38.38,2020-04-16 9:15:39.39
944,1154,2020년 04월 15일 00시,대전,大田,Daejeon,,,24.0,2.65,39.0,15.0,,,2020-04-15 10:14:38.38,
945,1155,2020년 04월 15일 00시,울산,蔚山,Ulsan,1.0,,33.0,3.66,42.0,8.0,,,2020-04-15 10:14:38.38,
946,1156,2020년 04월 15일 00시,세종,世宗,Sejong,,,21.0,13.44,46.0,25.0,,,2020-04-15 10:14:38.38,
947,1157,2020년 04월 15일 00시,경기,京畿,Gyeonggi-do,13.0,6.0,322.0,4.87,645.0,310.0,,6.0,2020-04-15 10:14:38.38,
948,1158,2020년 04월 15일 00시,강원,江原,Gangwon-do,1.0,2.0,27.0,3.31,51.0,23.0,1.0,1.0,2020-04-15 10:14:38.38,
949,1159,2020년 04월 15일 00시,충북,忠北,Chungcheongbuk-do,,,31.0,2.81,45.0,14.0,,,2020-04-15 10:14:38.38,
950,1160,2020년 04월 15일 00시,충남,忠南,Chungcheongnam-do,,,114.0,6.55,139.0,25.0,,,2020-04-15 10:14:38.38,
951,1161,2020년 04월 15일 00시,전북,全北,Jeollabuk-do,,,8.0,0.94,17.0,9.0,,,2020-04-15 10:14:38.38,
952,1162,2020년 04월 15일 00시,전남,全南,Jeollanam-do,,,7.0,0.8,15.0,8.0,,,2020-04-15 10:14:38.38,
953,1163,2020년 04월 15일 00시,경북,庆北,Gyeongsangbuk-do,50.0,6.0,1035.0,50.63,1348.0,263.0,,6.0,2020-04-15 10:14:38.38,
954,1164,2020년 04월 15일 00시,경남,庆南,Gyeongsangnam-do,,,84.0,3.42,115.0,31.0,,,2020-04-15 10:14:38.38,
955,1165,2020년 04월 15일 00시,제주,济州,Jeju,,1.0,5.0,1.94,13.0,8.0,1.0,,2020-04-15 10:14:38.38,
956,1166,2020년 04월 15일 00시,검역,隔離區,Lazaretto,,4.0,4.0,-,393.0,389.0,4.0,,2020-04-15 10:14:38.38,
957,1167,2020년 04월 16일 00시,합계,合计,Total,229.0,22.0,7757.0,20.47,10613.0,2627.0,11.0,11.0,2020-04-16 10:35:23.23,
958,1168,2020년 04월 16일 00시,서울,首尔,Seoul,2.0,2.0,250.0,6.36,619.0,367.0,1.0,1.0,2020-04-16 10:35:23.23,
959,1169,2020년 04월 16일 00시,부산,釜山,Busan,3.0,3.0,111.0,3.81,130.0,16.0,3.0,,2020-04-16 10:35:23.23,
960,1170,2020년 04월 16일 00시,대구,大邱,Daegu,158.0,4.0,5586.0,280.2,6827.0,1083.0,,4.0,2020-04-16 10:35:23.23,
961,1171,2020년 04월 16일 00시,인천,仁川,Incheon,,,51.0,2.98,88.0,37.0,,,2020-04-16 10:35:23.23,
962,1172,2020년 04월 16일 00시,광주,光州,Gwangju,,,22.0,1.92,28.0,6.0,,,2020-04-16 10:35:23.23,
963,1173,2020년 04월 16일 00시,대전,大田,Daejeon,,,25.0,2.65,39.0,14.0,,,2020-04-16 10:35:23.23,
964,1174,2020년 04월 16일 00시,울산,蔚山,Ulsan,1.0,,34.0,3.66,42.0,7.0,,,2020-04-16 10:35:23.23,
965,1175,2020년 04월 16일 00시,세종,世宗,Sejong,,,21.0,13.44,46.0,25.0,,,2020-04-16 10:35:23.23,
966,1176,2020년 04월 16일 00시,경기,京畿,Gyeonggi-do,14.0,4.0,330.0,4.9,649.0,305.0,3.0,1.0,2020-04-16 10:35:23.23,
967,1177,2020년 04월 16일 00시,강원,江原,Gangwon-do,1.0,1.0,27.0,3.38,52.0,24.0,,1.0,2020-04-16 10:35:23.23,
968,1178,2020년 04월 16일 00시,충북,忠北,Chungcheongbuk-do,,,34.0,2.81,45.0,11.0,,,2020-04-16 10:35:23.23,
969,1179,2020년 04월 16일 00시,충남,忠南,Chungcheongnam-do,,,115.0,6.55,139.0,24.0,,,2020-04-16 10:35:23.23,
970,1180,2020년 04월 16일 00시,전북,全北,Jeollabuk-do,,,9.0,0.94,17.0,8.0,,,2020-04-16 10:35:23.23,
971,1181,2020년 04월 16일 00시,전남,全南,Jeollanam-do,,,7.0,0.8,15.0,8.0,,,2020-04-16 10:35:23.23,
972,1182,2020년 04월 16일 00시,경북,庆北,Gyeongsangbuk-do,50.0,4.0,1044.0,50.78,1352.0,258.0,,4.0,2020-04-16 10:35:23.23,
973,1183,2020년 04월 16일 00시,경남,庆南,Gyeongsangnam-do,,,82.0,3.42,115.0,33.0,,,2020-04-16 10:35:23.23,
974,1184,2020년 04월 16일 00시,제주,济州,Jeju,,,5.0,1.94,13.0,8.0,,,2020-04-16 10:35:23.23,
975,1185,2020년 04월 16일 00시,검역,隔離區,Lazaretto,,4.0,4.0,-,397.0,393.0,4.0,,2020-04-16 10:35:23.23,
976,1186,2020년 04월 16일 00시,합계,合计,Total,229.0,22.0,7757.0,20.47,10613.0,2627.0,11.0,11.0,2020-04-16 16:16:49.49,
977,1187,2020년 04월 16일 00시,서울,首尔,Seoul,2.0,2.0,250.0,6.36,619.0,367.0,1.0,1.0,2020-04-16 16:16:49.49,
978,1188,2020년 04월 16일 00시,부산,釜山,Busan,3.0,3.0,111.0,3.81,130.0,16.0,3.0,,2020-04-16 16:16:49.49,
979,1189,2020년 04월 16일 00시,대구,大邱,Daegu,158.0,4.0,5586.0,280.20,6827.0,1083.0,,4.0,2020-04-16 16:16:49.49,
980,1190,2020년 04월 16일 00시,인천,仁川,Incheon,,,51.0,2.98,88.0,37.0,,,2020-04-16 16:16:49.49,
981,1191,2020년 04월 16일 00시,광주,光州,Gwangju,,,22.0,1.92,28.0,6.0,,,2020-04-16 16:16:49.49,
982,1192,2020년 04월 16일 00시,대전,大田,Daejeon,,,25.0,2.65,39.0,14.0,,,2020-04-16 16:16:49.49,
983,1193,2020년 04월 16일 00시,울산,蔚山,Ulsan,1.0,,34.0,3.66,42.0,7.0,,,2020-04-16 16:16:49.49,
984,1194,2020년 04월 16일 00시,세종,世宗,Sejong,,,21.0,13.44,46.0,25.0,,,2020-04-16 16:16:49.49,
985,1195,2020년 04월 16일 00시,경기,京畿,Gyeonggi-do,14.0,4.0,330.0,4.90,649.0,305.0,3.0,1.0,2020-04-16 16:16:49.49,
986,1196,2020년 04월 16일 00시,강원,江原,Gangwon-do,1.0,1.0,27.0,3.38,52.0,24.0,,1.0,2020-04-16 16:16:49.49,
987,1197,2020년 04월 16일 00시,충북,忠北,Chungcheongbuk-do,,,34.0,2.81,45.0,11.0,,,2020-04-16 16:16:49.49,
988,1198,2020년 04월 16일 00시,충남,忠南,Chungcheongnam-do,,,115.0,6.55,139.0,24.0,,,2020-04-16 16:16:49.49,
989,1199,2020년 04월 16일 00시,전북,全北,Jeollabuk-do,,,9.0,0.94,17.0,8.0,,,2020-04-16 16:16:49.49,
990,1200,2020년 04월 16일 00시,전남,全南,Jeollanam-do,,,7.0,0.80,15.0,8.0,,,2020-04-16 16:16:49.49,
991,1201,2020년 04월 16일 00시,경북,庆北,Gyeongsangbuk-do,50.0,4.0,1044.0,50.78,1352.0,258.0,,4.0,2020-04-16 16:16:49.49,
992,1202,2020년 04월 16일 00시,경남,庆南,Gyeongsangnam-do,,,82.0,3.42,115.0,33.0,,,2020-04-16 16:16:49.49,
993,1203,2020년 04월 16일 00시,제주,济州,Jeju,,,5.0,1.94,13.0,8.0,,,2020-04-16 16:16:49.49,
994,1204,2020년 04월 16일 00시,검역,隔離區,Lazaretto,,4.0,4.0,-,397.0,393.0,4.0,,2020-04-16 16:16:49.49,
995,1205,2020년 04월 17일 00시,합계,合计,Total,230.0,22.0,7829.0,20.51,10635.0,2576.0,14.0,8.0,2020-04-17 11:33:23.23,
996,1206,2020년 04월 17일 00시,서울,首尔,Seoul,2.0,2.0,268.0,6.38,621.0,351.0,1.0,1.0,2020-04-17 11:33:23.23,
997,1207,2020년 04월 17일 00시,부산,釜山,Busan,3.0,,112.0,3.81,130.0,15.0,,,2020-04-17 11:33:23.23,
998,1208,2020년 04월 17일 00시,대구,大邱,Daegu,159.0,,5626.0,280.2,6827.0,1042.0,,,2020-04-17 11:33:23.23,
999,1209,2020년 04월 17일 00시,인천,仁川,Incheon,,1.0,51.0,3.01,89.0,38.0,,1.0,2020-04-17 11:33:23.23,
1000,1210,2020년 04월 17일 00시,광주,光州,Gwangju,,2.0,22.0,2.06,30.0,8.0,2.0,,2020-04-17 11:33:23.23,
1001,1211,2020년 04월 17일 00시,대전,大田,Daejeon,,1.0,25.0,2.71,40.0,15.0,,1.0,2020-04-17 11:33:23.23,
1002,1212,2020년 04월 17일 00시,울산,蔚山,Ulsan,1.0,,34.0,3.66,42.0,7.0,,,2020-04-17 11:33:23.23,
1003,1213,2020년 04월 17일 00시,세종,世宗,Sejong,,,24.0,13.44,46.0,22.0,,,2020-04-17 11:33:23.23,
1004,1214,2020년 04월 17일 00시,경기,京畿,Gyeonggi-do,14.0,1.0,340.0,4.91,650.0,296.0,,1.0,2020-04-17 11:33:23.23,
1005,1215,2020년 04월 17일 00시,강원,江原,Gangwon-do,1.0,,28.0,3.38,52.0,23.0,,,2020-04-17 11:33:23.23,
1006,1216,2020년 04월 17일 00시,충북,忠北,Chungcheongbuk-do,,,37.0,2.81,45.0,8.0,,,2020-04-17 11:33:23.23,
1007,1217,2020년 04월 17일 00시,충남,忠南,Chungcheongnam-do,,,115.0,6.55,139.0,24.0,,,2020-04-17 11:33:23.23,
1008,1218,2020년 04월 17일 00시,전북,全北,Jeollabuk-do,,,9.0,0.94,17.0,8.0,,,2020-04-17 11:33:23.23,
1009,1219,2020년 04월 17일 00시,전남,全南,Jeollanam-do,,,7.0,0.8,15.0,8.0,,,2020-04-17 11:33:23.23,
1010,1220,2020년 04월 17일 00시,경북,庆北,Gyeongsangbuk-do,50.0,4.0,1037.0,50.93,1356.0,269.0,,4.0,2020-04-17 11:33:23.23,
1011,1221,2020년 04월 17일 00시,경남,庆南,Gyeongsangnam-do,,,84.0,3.42,115.0,31.0,,,2020-04-17 11:33:23.23,
1012,1222,2020년 04월 17일 00시,제주,济州,Jeju,,,5.0,1.94,13.0,8.0,,,2020-04-17 11:33:23.23,
1013,1223,2020년 04월 17일 00시,검역,隔離區,Lazaretto,,11.0,5.0,-,408.0,403.0,11.0,,2020-04-17 11:33:23.23,
1014,1224,2020년 4월 18일 00시,합계,合计,Total,232.0,18.0,7937.0,20.55,10653.0,2484.0,9.0,9.0,2020-04-18 10:24:59.59,
1015,1225,2020년 4월 18일 00시,서울,首尔,Seoul,2.0,1.0,274.0,6.39,622.0,346.0,1.0,,2020-04-18 10:24:59.59,
1016,1226,2020년 4월 18일 00시,부산,釜山,Busan,3.0,,112.0,3.81,130.0,15.0,,,2020-04-18 10:24:59.59,
1017,1227,2020년 4월 18일 00시,대구,大邱,Daegu,160.0,3.0,5685.0,280.32,6830.0,985.0,,3.0,2020-04-18 10:24:59.59,
1018,1228,2020년 4월 18일 00시,인천,仁川,Incheon,,1.0,55.0,3.04,90.0,35.0,1.0,,2020-04-18 10:24:59.59,
1019,1229,2020년 4월 18일 00시,광주,光州,Gwangju,,,22.0,2.06,30.0,8.0,,,2020-04-18 10:24:59.59,
1020,1230,2020년 4월 18일 00시,대전,大田,Daejeon,,-1.0,25.0,2.65,39.0,14.0,,-1.0,2020-04-18 10:24:59.59,2020-04-18 13:51:43.43
1021,1231,2020년 4월 18일 00시,울산,蔚山,Ulsan,1.0,,34.0,3.66,42.0,7.0,,,2020-04-18 10:24:59.59,
1022,1232,2020년 4월 18일 00시,세종,世宗,Sejong,,,25.0,13.44,46.0,21.0,,,2020-04-18 10:24:59.59,
1023,1233,2020년 4월 18일 00시,경기,京畿,Gyeonggi-do,14.0,4.0,361.0,4.94,654.0,279.0,,4.0,2020-04-18 10:24:59.59,
1024,1234,2020년 4월 18일 00시,강원,江原,Gangwon-do,1.0,1.0,28.0,3.44,53.0,24.0,1.0,,2020-04-18 10:24:59.59,
1025,1235,2020년 4월 18일 00시,충북,忠北,Chungcheongbuk-do,,,38.0,2.81,45.0,7.0,,,2020-04-18 10:24:59.59,
1026,1236,2020년 4월 18일 00시,충남,忠南,Chungcheongnam-do,,2.0,119.0,6.64,141.0,22.0,1.0,1.0,2020-04-18 10:24:59.59,
1027,1237,2020년 4월 18일 00시,전북,全北,Jeollabuk-do,,,9.0,0.94,17.0,8.0,,,2020-04-18 10:24:59.59,
1028,1238,2020년 4월 18일 00시,전남,全南,Jeollanam-do,,,7.0,0.80,15.0,8.0,,,2020-04-18 10:24:59.59,
1029,1239,2020년 4월 18일 00시,경북,庆北,Gyeongsangbuk-do,51.0,2.0,1046.0,51.00,1358.0,261.0,1.0,1.0,2020-04-18 10:24:59.59,
1030,1240,2020년 4월 18일 00시,경남,庆南,Gyeongsangnam-do,,1.0,84.0,3.45,116.0,32.0,,1.0,2020-04-18 10:24:59.59,
1031,1241,2020년 4월 18일 00시,제주,济州,Jeju,,,6.0,1.94,13.0,7.0,,,2020-04-18 10:24:59.59,
